instance,outcome,possessing team
34090,success,away team
34091,success,away team
34092,success,away team
34093,success,away team
34094,success,away team
34095,success,away team
34096,success,away team
34097,success,away team
34098,success,away team
34099,success,away team
34100,success,away team
34101,success,away team
34102,success,away team
34103,success,away team
34104,success,away team
34105,success,away team
34106,success,away team
34107,success,away team
34108,success,away team
34110,success,away team
34111,success,away team
34112,success,away team
34113,success,away team
34114,success,away team
34115,success,away team
34116,success,away team
34117,success,away team
34118,success,away team
34119,success,away team
34120,success,away team
34121,success,away team
34122,success,away team
34123,success,away team
34124,success,away team
34125,success,away team
34126,success,away team
34127,success,away team
34128,success,away team
34129,success,away team
34130,success,away team
34131,success,away team
34132,success,away team
34133,success,away team
34134,success,away team
34135,success,away team
34136,success,away team
34137,success,away team
34138,success,away team
34139,success,away team
34140,success,away team
34141,success,away team
34149,success,away team
34150,success,away team
34151,success,away team
34152,success,away team
34153,success,away team
34154,success,away team
34155,success,away team
34156,success,away team
34157,success,away team
34158,success,away team
34159,success,away team
34160,success,away team
34161,success,away team
34162,success,away team
34163,success,away team
34164,success,away team
34165,success,away team
34166,success,away team
34167,success,away team
34168,success,away team
34169,success,away team
34170,success,away team
34171,success,away team
34172,success,away team
34173,success,away team
34174,success,away team
34175,success,away team
34176,success,away team
34177,success,away team
34178,success,away team
34179,success,away team
34180,success,away team
34181,success,away team
34182,success,away team
34183,success,away team
34184,success,away team
34185,success,away team
34186,success,away team
34187,success,away team
34188,success,away team
34189,success,away team
34190,success,away team
34191,success,away team
34192,success,away team
34193,success,away team
34194,success,away team
34195,success,away team
34196,success,away team
34197,success,away team
34198,success,away team
34199,success,away team
34200,success,away team
34201,success,away team
34202,success,away team
34203,success,away team
34204,success,away team
34205,success,away team
34206,success,away team
34207,success,away team
34208,success,away team
34209,success,away team
34210,success,away team
34211,success,away team
34212,success,away team
34213,success,away team
34214,success,away team
34215,success,away team
34216,success,away team
34217,success,away team
34218,success,away team
34219,success,away team
34220,success,away team
34221,success,away team
34222,success,away team
34223,success,away team
34224,success,away team
34225,success,away team
34226,success,away team
34227,success,away team
34228,success,away team
34229,success,away team
34230,success,away team
34231,success,away team
34232,success,away team
34233,success,away team
34234,success,away team
34235,success,away team
34236,success,away team
34237,success,away team
34238,success,away team
34239,success,away team
34240,success,away team
34241,success,away team
34242,success,away team
34243,success,away team
34244,success,away team
34245,success,away team
